playername,GP,PIM,DY League NHLe,DY League NHLe Per 82GP,Total PIM Per 82GP,Overall#,Team,Player,Draft Year,is_def,link,rights,status,dob,height,height _inches,weight,weight_pounds,birthplace,nation,shoots,draft,Birth City,new draft_age,redraft
Tanner Pearson ,66,43,14.7,18.3,53.4,30,Los Angeles Kings,Tanner Pearson (F),2012,0,https://www.eliteprospects.com/player/75951/tanner-pearson,Vancouver Canucks,Signed,8/10/1992,"6'1""",73,91 kg / 201,201,"Kitchener, ON, CAN",Canada,L,2012 round 1 #30 overall by Los Angeles Kings,Kitchener,19.9,FALSE
Tanner Richard ,62,66,8,10.6,87.3,71,Tampa Bay Lightning,Tanner Richard (F),2012,0,https://www.eliteprospects.com/player/41755/tanner-richard,-,-,4/6/1993,"6'0""",72,87 kg / 192,192,"Markham, ON, CAN",Switzerland,L,2012 round 3 #71 overall by Tampa Bay Lightning,Markham,19.2,FALSE
Tate Olson ,68,69,3.4,4.1,83.2,210,Vancouver Canucks,Tate Olson (D),2015,1,https://www.eliteprospects.com/player/199682/tate-olson,-,-,3/21/1997,"6'2""",74,86 kg / 190,190,"Saskatoon, SK, CAN",Canada,L,2015 round 7 #210 overall by Vancouver Canucks,Saskatoon,18.3,FALSE
Taylor Aronson ,71,65,4.2,4.9,75.1,78,Nashville Predators,Taylor Aronson (D),2010,1,https://www.eliteprospects.com/player/27126/taylor-aronson,-,-,12/30/1991,"6'1""",73,87 kg / 192,192,"Placentia, CA, USA",USA,R,2010 round 3 #78 overall by Nashville Predators,Placentia,18.5,FALSE
Taylor Beck ,67,36,8.4,10.3,44.1,70,Nashville Predators,Taylor Beck (F),2009,0,https://www.eliteprospects.com/player/24653/taylor-beck,-,-,5/13/1991,"6'1""",73,98 kg / 216,216,"St. Catharines, ON, CAN",Canada,R,2009 round 3 #70 overall by Nashville Predators,St. Catharines,18.1,FALSE
Taylor Cammarata ,59,49,13.3,18.5,68.1,76,New York Islanders,Taylor Cammarata (F),2013,0,https://www.eliteprospects.com/player/118430/taylor-cammarata,-,-,5/13/1995,"5'7""",67,73 kg / 161,161,"Plymouth, MN, USA",USA,L,2013 round 3 #76 overall by New York Islanders,Plymouth,18.1,FALSE
Taylor Doherty ,74,148,2.9,3.2,164,57,San Jose Sharks,Taylor Doherty (D),2009,1,https://www.eliteprospects.com/player/32723/taylor-doherty,-,-,3/2/1991,"6'8""",80,107 kg / 236,236,"Cambridge, ON, CAN",Canada,R,2009 round 2 #57 overall by San Jose Sharks,Cambridge,18.3,FALSE
Taylor Ellington ,60,65,1.8,2.5,88.8,33,Vancouver Canucks,Taylor Ellington (D),2007,1,https://www.eliteprospects.com/player/11695/taylor-ellington,-,-,10/31/1988,"6'2""",74,95 kg / 209,209,"Victoria, BC, CAN",Canada,L,2007 round 2 #33 overall by Vancouver Canucks,Victoria,18.7,FALSE
Taylor Hall ,63,56,18.5,24.1,72.9,1,Edmonton Oilers,Taylor Hall (F),2010,0,https://www.eliteprospects.com/player/14360/taylor-hall,Boston Bruins,Signed,11/14/1991,"6'1""",73,93 kg / 205,205,"Calgary, AB, CAN",Canada,L,2010 round 1 #1 overall by Edmonton Oilers,Calgary,18.6,FALSE
Taylor Leier ,72,36,5.2,5.9,41,117,Philadelphia Flyers,Taylor Leier (F),2012,0,https://www.eliteprospects.com/player/45615/taylor-leier,-,-,2/15/1994,"5'11""",71,82 kg / 181,181,"Saskatoon, SK, CAN",Canada,L,2012 round 4 #117 overall by Philadelphia Flyers,Saskatoon,18.4,FALSE
Taylor Matson ,10,6,0.4,3.3,49.2,176,Vancouver Canucks,Taylor Matson (F),2007,0,https://www.eliteprospects.com/player/12562/taylor-matson,-,-,9/16/1988,"6'0""",72,86 kg / 190,190,"Mound, MN, USA",USA,R,2007 round 6 #176 overall by Vancouver Canucks,Mound,18.8,FALSE
Taylor Stefishen ,57,71,6.5,9.4,102.1,136,Nashville Predators,Taylor Stefishen (F),2008,0,https://www.eliteprospects.com/player/18243/taylor-stefishen,-,-,8/15/1990,"6'0""",72,84 kg / 185,185,"North Vancouver, BC, CAN",Canada,R,2008 round 5 #136 overall by Nashville Predators,North Vancouver,17.9,FALSE
Teemu Eronen ,48,24,5.7,9.7,41,192,St. Louis Blues,Teemu Eronen (D),2011,1,https://www.eliteprospects.com/player/17284/teemu-eronen,-,-,11/22/1990,"5'11""",71,85 kg / 187,187,"Vantaa, FIN",Finland,L,2011 round 7 #192 overall by St. Louis Blues,Vantaa,20.6,FALSE
Teemu Hartikainen ,64,48,2.4,3.1,61.5,163,Edmonton Oilers,Teemu Hartikainen (F),2008,0,https://www.eliteprospects.com/player/11365/teemu-hartikainen,-,-,5/3/1990,"6'1""",73,106 kg / 234,234,"Kuopio, FIN",Finland,L,2008 round 6 #163 overall by Edmonton Oilers,Kuopio,18.1,FALSE
Teemu Kivihalme ,49,30,1,1.7,50.2,140,Nashville Predators,Teemu Kivihalme (D),2013,1,https://www.eliteprospects.com/player/141072/teemu-kivihalme,-,-,6/14/1995,"6'0""",72,80 kg / 176,176,"Cloquet, MN, USA",Finland,L,2013 round 5 #140 overall by Nashville Predators,Cloquet,18.1,FALSE
Teemu Pulkkinen ,53,67,6.7,10.4,103.7,111,Detroit Red Wings,Teemu Pulkkinen (F),2010,0,https://www.eliteprospects.com/player/16036/teemu-pulkkinen,-,-,1/2/1992,"5'11""",71,85 kg / 187,187,"Vantaa, FIN",Finland,R,2010 round 4 #111 overall by Detroit Red Wings,Vantaa,18.5,FALSE
Teigan Zahn ,44,84,0.4,0.7,156.5,132,Chicago Blackhawks,Teigan Zahn (D),2008,1,https://www.eliteprospects.com/player/19183/teigan-zahn,-,-,1/4/1990,"6'1""",73,98 kg / 216,216,"Regina, SK, CAN",Canada,L,2010 round 7 #186 overall by Tampa Bay Lightning,Regina,18.5,FALSE
Teigan Zahn ,44,84,0.4,0.7,156.5,186,Tampa Bay Lightning,Teigan Zahn (D),2010,1,https://www.eliteprospects.com/player/19183/teigan-zahn,-,-,1/4/1990,"6'1""",73,98 kg / 216,216,"Regina, SK, CAN",Canada,L,2010 round 7 #186 overall by Tampa Bay Lightning,Regina,20.5,TRUE
Teodors Blugers ,87,93,4.1,3.9,87.7,52,Pittsburgh Penguins,Teodors Blugers (F),2012,0,https://www.eliteprospects.com/player/108347/teodors-blugers,Pittsburgh Penguins,Signed,8/15/1994,"6'0""",72,84 kg / 185,185,"Riga, LAT",Latvia,L,2012 round 2 #52 overall by Pittsburgh Penguins,Riga,17.9,FALSE
Teuvo Teravainen ,71,20,11.2,12.9,23.1,18,Chicago Blackhawks,Teuvo TerÃ¤vÃ¤inen (F),2012,0,https://www.eliteprospects.com/player/44567/teuvo-teravainen,Carolina Hurricanes,Signed,9/11/1994,"5'11""",71,87 kg / 192,192,"Helsinki, FIN",Finland,L,2012 round 1 #18 overall by Chicago Blackhawks,Helsinki,17.8,FALSE
Theo Ruth ,55,78,2.8,4.2,116.3,46,Washington Capitals,Theo Ruth (D),2007,1,https://www.eliteprospects.com/player/11459/theo-ruth,-,-,2/14/1989,"6'0""",72,93 kg / 205,205,"Naperville, IL, USA",USA,R,2007 round 2 #46 overall by Washington Capitals,Naperville,18.4,FALSE
Thomas Chabot ,73,62,5.3,6,69.6,18,Ottawa Senators,Thomas Chabot (D),2015,1,https://www.eliteprospects.com/player/213607/thomas-chabot,Ottawa Senators,Signed,1/30/1997,"6'2""",74,89 kg / 196,196,"Ste-Marie, QC, CAN",Canada,L,2015 round 1 #18 overall by Ottawa Senators,Ste-Marie,18.4,FALSE
Thomas Di Pauli,91,28,4.2,3.8,25.2,100,Washington Capitals,Thomas Di Pauli (F),2012,0,https://www.eliteprospects.com/player/90344/thomas-di-pauli,-,-,4/29/1994,"6'0""",72,85 kg / 187,187,"Bolzano, ITA",USA,L,2012 round 4 #100 overall by Washington Capitals,Bolzano,18.2,FALSE
Thomas Hickey ,68,70,7,8.4,84.4,4,Los Angeles Kings,Thomas Hickey (D),2007,1,https://www.eliteprospects.com/player/11617/thomas-hickey,-,-,2/8/1989,"6'0""",72,86 kg / 190,190,"Calgary, AB, CAN",Canada,L,2007 round 1 #4 overall by Los Angeles Kings,Calgary,18.4,FALSE
Thomas Larkin ,53,40,1.6,2.5,61.9,137,Columbus Blue Jackets,Thomas Larkin (D),2009,1,https://www.eliteprospects.com/player/38061/thomas-larkin,-,-,12/31/1990,"6'5""",77,103 kg / 227,227,"London, GBR",Italy,R,2009 round 5 #137 overall by Columbus Blue Jackets,London,18.5,FALSE
Thomas Schemitsch ,68,36,7.1,8.6,43.4,88,Florida Panthers,Thomas Schemitsch (D),2015,1,https://www.eliteprospects.com/player/232612/thomas-schemitsch,-,-,10/26/1996,"6'4""",76,93 kg / 205,205,"Thornhill, ON, CAN",Canada,R,2015 round 3 #88 overall by Florida Panthers,Thornhill,18.7,FALSE
Thomas Spelling ,56,8,8.1,11.9,11.7,142,New York Rangers,Thomas Spelling (F),2012,0,https://www.eliteprospects.com/player/32417/thomas-spelling,-,-,2/9/1993,"6'1""",73,80 kg / 176,176,"Herning, DEN",Denmark,R,2012 round 5 #142 overall by New York Rangers,Herning,19.4,FALSE
Thomas Vannelli ,85,38,2.4,2.3,36.7,47,St. Louis Blues,Thomas Vannelli (D),2013,1,https://www.eliteprospects.com/player/196704/thomas-vannelli,-,-,1/26/1995,"6'2""",74,75 kg / 165,165,"Minnetonka, MN, USA",USA,R,2013 round 2 #47 overall by St. Louis Blues,Minnetonka,18.4,FALSE
Tim Billingsley ,68,95,3.9,4.7,114.6,189,Phoenix Coyotes,Tim Billingsley (D),2008,1,https://www.eliteprospects.com/player/19151/tim-billingsley,-,-,1/17/1990,"6'1""",73,80 kg / 176,176,"Ottawa, ON, CAN",Canada,R,2008 round 7 #189 overall by Phoenix Coyotes,Ottawa,18.4,FALSE
Tim Bozon ,71,40,10,11.5,46.2,64,MontrÃ©al Canadiens,Tim Bozon (F),2012,0,https://www.eliteprospects.com/player/48990/tim-bozon,-,-,3/24/1994,"6'1""",73,93 kg / 205,205,"St. Louis, MO, USA",France,L,2012 round 3 #64 overall by MontrÃ©al Canadiens,St. Louis,18.3,FALSE
Tim Erixon ,91,74,7.3,6.6,66.7,23,Calgary Flames,Tim Erixon (D),2009,1,https://www.eliteprospects.com/player/6051/tim-erixon,-,-,2/24/1991,"6'2""",74,91 kg / 201,201,"Port Chester, NY, USA",Sweden,L,2009 round 1 #23 overall by Calgary Flames,Port Chester,18.3,FALSE
Tim Heed ,68,24,9.1,11,28.9,132,Anaheim Ducks,Tim Heed (D),2010,1,https://www.eliteprospects.com/player/10065/tim-heed,-,-,1/27/1991,"6'0""",72,84 kg / 185,185,"GÃ¶teborg, SWE",Sweden,R,2010 round 5 #132 overall by Anaheim Ducks,GÃ¶teborg,19.4,FALSE
Timo Meier ,81,71,11.8,11.9,71.9,9,San Jose Sharks,Timo Meier (F),2015,0,https://www.eliteprospects.com/player/95921/timo-meier,San Jose Sharks,Signed,10/8/1996,"6'0""",72,98 kg / 216,216,"Herisau, SUI",Switzerland,L,2015 round 1 #9 overall by San Jose Sharks,Herisau,18.7,FALSE
Timothy Boyle ,24,10,0.5,1.7,34.2,106,Ottawa Senators,Timothy Boyle (D),2012,1,https://www.eliteprospects.com/player/177682/timothy-boyle,-,-,3/21/1993,"6'2""",74,84 kg / 185,185,"Hingham, MA, USA",USA,R,2012 round 4 #106 overall by Ottawa Senators,Hingham,19.3,FALSE
Tobias Lindberg ,71,40,3.2,3.7,46.2,102,Ottawa Senators,Tobias Lindberg (F),2013,0,https://www.eliteprospects.com/player/85671/tobias-lindberg,-,-,7/22/1995,"6'2""",74,92 kg / 203,203,"Stockholm, SWE",Sweden,L,2013 round 4 #102 overall by Ottawa Senators,Stockholm,18.0,FALSE
Tobias Rieder ,89,39,8,7.4,35.9,114,Edmonton Oilers,Tobias Rieder (F),2011,0,https://www.eliteprospects.com/player/34851/tobias-rieder,-,-,1/10/1993,"5'11""",71,86 kg / 190,190,"Landshut, GER",Germany,L,2011 round 4 #114 overall by Edmonton Oilers,Landshut,18.5,FALSE
Tom Kuhnhackl ,64,62,4.5,5.8,79.4,110,Pittsburgh Penguins,Tom KÃ¼hnhackl (F),2010,0,https://www.eliteprospects.com/player/17637/tom-kuhnhackl,-,-,1/21/1992,"6'2""",74,86 kg / 190,190,"Landshut, GER",Germany,L,2010 round 4 #110 overall by Pittsburgh Penguins,Landshut,18.4,FALSE
Tom Nilsson ,64,48,1,1.3,61.5,100,Toronto Maple Leafs,Tom Nilsson (D),2011,1,https://www.eliteprospects.com/player/33189/tom-nilsson,-,-,8/19/1993,"6'0""",72,85 kg / 187,187,"TyresÃ¶, SWE",Sweden,R,2011 round 4 #100 overall by Toronto Maple Leafs,TyresÃ¶,17.9,FALSE
Tom Wilson ,49,141,3.9,6.5,236,16,Washington Capitals,Tom Wilson (F),2012,0,https://www.eliteprospects.com/player/98663/tom-wilson,Washington Capitals,Signed,3/29/1994,"6'4""",76,100 kg / 220,220,"Toronto, ON, CAN",Canada,R,2012 round 1 #16 overall by Washington Capitals,Toronto,18.2,FALSE
Tomas Hertl ,52,24,15.9,25.1,37.8,17,San Jose Sharks,Tomas Hertl (F),2012,0,https://www.eliteprospects.com/player/56038/tomas-hertl,San Jose Sharks,Signed,11/12/1993,"6'3""",75,97 kg / 214,214,"Praha, CZE",Czechia,L,2012 round 1 #17 overall by San Jose Sharks,Praha,18.6,FALSE
Tomas Hyka ,62,38,7.7,10.2,50.3,171,Los Angeles Kings,Tomas Hyka (F),2012,0,https://www.eliteprospects.com/player/56035/tomas-hyka,-,-,3/23/1993,"5'11""",71,84 kg / 185,185,"Mlada Boleslav, CZE",Czechia,R,2012 round 6 #171 overall by Los Angeles Kings,Mlada Boleslav,19.3,FALSE
Tomas Jurco ,66,17,6.6,8.2,21.1,35,Detroit Red Wings,Tomas Jurco (F),2011,0,https://www.eliteprospects.com/player/34751/tomas-jurco,-,-,12/28/1992,"6'2""",74,85 kg / 187,187,"Kosice, SVK",Slovakia,L,2011 round 2 #35 overall by Detroit Red Wings,Kosice,18.5,FALSE
Tomas Kubalik ,69,98,3.3,3.9,116.5,135,Columbus Blue Jackets,Tomas Kubalik (F),2008,0,https://www.eliteprospects.com/player/11834/tomas-kubalik,-,-,5/1/1990,"6'3""",75,92 kg / 203,203,"Plzen, CZE",Czechia,R,2008 round 5 #135 overall by Columbus Blue Jackets,Plzen,18.2,FALSE
Tomas Kundratek ,72,68,1.8,2,77.4,90,New York Rangers,Tomas Kundratek (D),2008,1,https://www.eliteprospects.com/player/13651/tomas-kundratek,-,-,12/26/1989,"6'2""",74,91 kg / 201,201,"Prerov, CZE",Czechia,R,2008 round 3 #90 overall by New York Rangers,Prerov,18.5,FALSE
Tomas Tatar ,56,26,7.6,11.1,38.1,60,Detroit Red Wings,Tomas Tatar (F),2009,0,https://www.eliteprospects.com/player/17750/tomas-tatar,New Jersey Devils,Signed,12/1/1990,"5'10""",70,78 kg / 172,172,"Ilava, SVK",Slovakia,L,2009 round 2 #60 overall by Detroit Red Wings,Ilava,18.6,FALSE
Tomas Vincour ,67,39,5.9,7.2,47.7,129,Dallas Stars,Tomas Vincour (F),2009,0,https://www.eliteprospects.com/player/12565/tomas-vincour,-,-,11/19/1990,"6'3""",75,100 kg / 220,220,"Brno, CZE",Czechia,R,2009 round 5 #129 overall by Dallas Stars,Brno,18.6,FALSE
Tommi Kivisto ,89,117,3.8,3.5,107.8,208,Carolina Hurricanes,Tommi KivistÃ¶ (D),2009,1,https://www.eliteprospects.com/player/16045/tommi-kivisto,-,-,6/7/1991,"6'1""",73,95 kg / 209,209,"Vantaa, FIN",Finland,L,2009 round 7 #208 overall by Carolina Hurricanes,Vantaa,18.1,FALSE
Tommy Cross ,34,24,0.9,2.2,57.9,35,Boston Bruins,Tommy Cross (D),2007,1,https://www.eliteprospects.com/player/11457/tommy-cross,-,-,9/12/1989,"6'3""",75,93 kg / 205,205,"Simsbury, CT, USA",USA,L,2007 round 2 #35 overall by Boston Bruins,Simsbury,17.8,FALSE
Tommy Novak ,46,12,6.9,12.3,21.4,85,Nashville Predators,Tommy Novak (F),2015,0,https://www.eliteprospects.com/player/248374/tommy-novak,Nashville Predators,Signed,4/28/1997,"6'1""",73,81 kg / 179,179,"St. Paul, MN, USA",USA,L,2015 round 3 #85 overall by Nashville Predators,St. Paul,18.2,FALSE
Tommy Veilleux ,66,129,3.2,4,160.3,171,Nashville Predators,Tommy Veilleux (F),2013,0,https://www.eliteprospects.com/player/126397/tommy-veilleux,-,-,5/7/1995,"6'0""",72,92 kg / 203,203,"LÃ©vis, QC, CAN",Canada,L,2013 round 6 #171 overall by Nashville Predators,LÃ©vis,18.2,FALSE
Tommy Wingels ,42,22,5.6,10.9,43,177,San Jose Sharks,Tommy Wingels (F),2008,0,https://www.eliteprospects.com/player/19230/tommy-wingels,-,-,4/12/1988,"6'0""",72,91 kg / 201,201,"Evanston, IL, USA",USA,R,2008 round 6 #177 overall by San Jose Sharks,Evanston,20.2,FALSE
Toni Rajala ,89,40,8.7,8,36.9,101,Edmonton Oilers,Toni Rajala (F),2009,0,https://www.eliteprospects.com/player/16035/toni-rajala,-,-,3/29/1991,"5'10""",70,76 kg / 168,168,"Parkano, FIN",Finland,L,2009 round 4 #101 overall by Edmonton Oilers,Parkano,18.3,FALSE
Tony Cameranesi ,46,44,2.1,3.7,78.4,130,Toronto Maple Leafs,Tony Cameranesi (F),2011,0,https://www.eliteprospects.com/player/117577/tony-cameranesi,-,-,8/12/1993,"5'9""",69,88 kg / 194,194,"Plymouth, MN, USA",USA,R,2011 round 5 #130 overall by Toronto Maple Leafs,Plymouth,17.9,FALSE
Tony DeAngelo ,51,90,10.2,16.4,144.7,19,Tampa Bay Lightning,Tony DeAngelo (D),2014,1,https://www.eliteprospects.com/player/89818/tony-deangelo,Philadelphia Flyers,Signed,10/24/1995,"5'11""",71,82 kg / 181,181,"Sewell, NJ, USA",USA,R,2014 round 1 #19 overall by Tampa Bay Lightning,Sewell,18.7,FALSE
Tony DeHart ,70,82,7.2,8.4,96.1,125,New York Islanders,Tony DeHart (D),2010,1,https://www.eliteprospects.com/player/31572/tony-dehart,-,-,3/20/1990,"6'2""",74,84 kg / 185,185,"Ballwin, MO, USA",USA,R,2010 round 5 #125 overall by New York Islanders,Ballwin,20.3,FALSE
Travis Boyd ,90,28,8,7.3,25.5,177,Washington Capitals,Travis Boyd (F),2011,0,https://www.eliteprospects.com/player/38621/travis-boyd,Arizona Coyotes,Signed,9/14/1993,"6'0""",72,86 kg / 190,190,"Hopkins, MN, USA",USA,R,2011 round 6 #177 overall by Washington Capitals,Hopkins,17.8,FALSE
Travis Brown ,66,45,4.4,5.5,55.9,149,Chicago Blackhawks,Travis Brown (D),2012,1,https://www.eliteprospects.com/player/94342/travis-brown,-,-,3/15/1994,"6'2""",74,89 kg / 196,196,"Winnipeg, MB, CAN",Canada,L,2012 round 5 #149 overall by Chicago Blackhawks,Winnipeg,18.3,FALSE
Travis Dermott ,61,53,6.5,8.7,71.2,34,Toronto Maple Leafs,Travis Dermott (D),2015,1,https://www.eliteprospects.com/player/214673/travis-dermott,Vancouver Canucks,Signed,12/22/1996,"6'0""",72,92 kg / 203,203,"Newmarket, ON, CAN",Canada,L,2015 round 2 #34 overall by Toronto Maple Leafs,Newmarket,18.5,FALSE
Travis Erstad ,8,4,0,0,41,100,St. Louis Blues,Travis Erstad (F),2007,0,https://www.eliteprospects.com/player/12535/travis-erstad,-,-,11/9/1988,"6'3""",75,82 kg / 181,181,"Stevens Point, WI, USA",USA,R,2007 round 4 #100 overall by St. Louis Blues,Stevens Point,18.6,FALSE
Travis Ewanyk ,79,130,3.9,4,134.9,74,Edmonton Oilers,Travis Ewanyk (F),2011,0,https://www.eliteprospects.com/player/37130/travis-ewanyk,-,-,3/29/1993,"6'1""",73,90 kg / 198,198,"St. Albert, AB, CAN",Canada,L,2011 round 3 #74 overall by Edmonton Oilers,St. Albert,18.2,FALSE
Travis Hamonic ,68,115,3.4,4.1,138.7,53,New York Islanders,Travis Hamonic (D),2008,1,https://www.eliteprospects.com/player/17519/travis-hamonic,Ottawa Senators,Signed,8/16/1990,"6'2""",74,93 kg / 205,205,"St. Malo, MB, CAN",Canada,R,2008 round 2 #53 overall by New York Islanders,St. Malo,17.9,FALSE
Travis Konecny ,60,34,9.8,13.4,46.5,24,Philadelphia Flyers,Travis Konecny (F),2015,0,https://www.eliteprospects.com/player/205148/travis-konecny,Philadelphia Flyers,Signed,3/11/1997,"5'10""",70,79 kg / 174,174,"London, ON, CAN",Canada,R,2015 round 1 #24 overall by Philadelphia Flyers,London,18.3,FALSE
Travis Sanheim ,74,14,4.9,5.4,15.5,17,Philadelphia Flyers,Travis Sanheim (D),2014,1,https://www.eliteprospects.com/player/120938/travis-sanheim,Philadelphia Flyers,Signed,3/29/1996,"6'3""",75,82 kg / 181,181,"Elkhorn, MB, CAN",Canada,L,2014 round 1 #17 overall by Philadelphia Flyers,Elkhorn,18.3,FALSE
Trent Vogelhuber ,31,24,2.3,6.1,63.5,211,Columbus Blue Jackets,Trent Vogelhuber (F),2007,0,https://www.eliteprospects.com/player/14385/trent-vogelhuber,-,-,7/13/1988,"6'2""",74,84 kg / 185,185,"Dublin, OH, USA",USA,R,2007 round 7 #211 overall by Columbus Blue Jackets,Dublin,19.0,FALSE
Trevor Carrick ,68,64,2.7,3.3,77.2,115,Carolina Hurricanes,Trevor Carrick (D),2012,1,https://www.eliteprospects.com/player/69391/trevor-carrick,Tampa Bay Lightning,Signed,7/4/1994,"6'2""",74,78 kg / 172,172,"Stouffville, ON, CAN",Canada,L,2012 round 4 #115 overall by Carolina Hurricanes,Stouffville,18.0,FALSE
Trevor Nill ,24,23,0.7,2.4,78.6,190,St. Louis Blues,Trevor Nill (F),2007,0,https://www.eliteprospects.com/player/12587/trevor-nill,-,-,4/11/1989,"6'3""",75,88 kg / 194,194,"Detroit, MI, USA",Canada,R,2007 round 7 #190 overall by St. Louis Blues,Detroit,18.2,FALSE
Troy Bourke ,78,58,8.8,9.3,61,72,Colorado Avalanche,Troy Bourke (F),2012,0,https://www.eliteprospects.com/player/51708/troy-bourke,-,-,3/30/1994,"5'10""",70,79 kg / 174,174,"Edmonton, AB, CAN",Canada,L,2012 round 3 #72 overall by Colorado Avalanche,Edmonton,18.2,FALSE
Troy Josephs ,42,64,1.3,2.5,125,209,Pittsburgh Penguins,Troy Josephs (F),2013,0,https://www.eliteprospects.com/player/117744/troy-josephs,-,-,5/9/1994,"6'1""",73,83 kg / 183,183,"Whitby, ON, CAN",Canada,L,2013 round 7 #209 overall by Pittsburgh Penguins,Whitby,19.2,FALSE
Troy Rutkowski ,71,70,6.1,7,80.8,137,Colorado Avalanche,Troy Rutkowski (D),2010,1,https://www.eliteprospects.com/player/32785/troy-rutkowski,-,-,4/29/1992,"6'2""",74,98 kg / 216,216,"Edmonton, AB, CAN",Canada,R,2010 round 5 #137 overall by Colorado Avalanche,Edmonton,18.2,FALSE
Troy Terry ,98,12,8,6.7,10,148,Anaheim Ducks,Troy Terry (F),2015,0,https://www.eliteprospects.com/player/234046/troy-terry,Anaheim Ducks,Signed,9/10/1997,"6'0""",72,84 kg / 185,185,"Denver, CO, USA",USA,R,2015 round 5 #148 overall by Anaheim Ducks,Denver,17.8,FALSE
Troy Vance ,68,97,1.4,1.7,117,135,Dallas Stars,Troy Vance (D),2011,1,https://www.eliteprospects.com/player/96876/troy-vance,-,-,8/2/1993,"6'5""",77,93 kg / 205,205,"Goshen, NY, USA",USA,R,2011 round 5 #135 overall by Dallas Stars,Goshen,17.9,FALSE
Tucker Poolman ,64,49,4,5.1,62.8,127,Winnipeg Jets,Tucker Poolman (D),2013,1,https://www.eliteprospects.com/player/118006/tucker-poolman,Vancouver Canucks,Signed,6/8/1993,"6'2""",74,90 kg / 198,198,"Dubuque, IA, USA",USA,R,2013 round 5 #127 overall by Winnipeg Jets,Dubuque,20.1,FALSE
Ty Rattie ,67,55,11.1,13.6,67.3,32,St. Louis Blues,Ty Rattie (F),2011,0,https://www.eliteprospects.com/player/26385/ty-rattie,-,-,2/5/1993,"6'0""",72,88 kg / 194,194,"Calgary, AB, CAN",Canada,R,2011 round 2 #32 overall by St. Louis Blues,Calgary,18.4,FALSE
Tye McGinn ,50,50,7,11.5,82,119,Philadelphia Flyers,Tye McGinn (F),2010,0,https://www.eliteprospects.com/player/37572/tye-mcginn,-,-,7/29/1990,"6'4""",76,104 kg / 229,229,"Fergus, ON, CAN",Canada,L,2010 round 4 #119 overall by Philadelphia Flyers,Fergus,19.9,FALSE
Tyler Bertuzzi ,43,68,3.2,6.1,129.7,58,Detroit Red Wings,Tyler Bertuzzi (F),2013,0,https://www.eliteprospects.com/player/125028/tyler-bertuzzi,Detroit Red Wings,Signed,2/24/1995,"6'1""",73,84 kg / 185,185,"Sudbury, ON, CAN",Canada,L,2013 round 2 #58 overall by Detroit Red Wings,Sudbury,18.4,FALSE
Tyler Biggs ,81,251,5.8,5.9,254.1,22,Toronto Maple Leafs,Tyler Biggs (F),2011,0,https://www.eliteprospects.com/player/38619/tyler-biggs,-,-,4/30/1993,"6'2""",74,93 kg / 205,205,"Binghamton, NY, USA",USA,R,2011 round 1 #22 overall by Toronto Maple Leafs,Binghamton,18.2,FALSE
Tyler Cuma ,66,75,5.3,6.6,93.2,23,Minnesota Wild,Tyler Cuma (D),2008,1,https://www.eliteprospects.com/player/15385/tyler-cuma,-,-,1/19/1990,"6'2""",74,85 kg / 187,187,"Scarborough, ON, CAN",Canada,L,2008 round 1 #23 overall by Minnesota Wild,Scarborough,18.4,FALSE
Tyler Ennis ,70,42,12.8,15,49.2,26,Buffalo Sabres,Tyler Ennis (F),2008,0,https://www.eliteprospects.com/player/11667/tyler-ennis,-,-,10/6/1989,"5'9""",69,73 kg / 161,161,"Edmonton, AB, CAN",Canada,L,2008 round 1 #26 overall by Buffalo Sabres,Edmonton,18.7,FALSE
